item,category,iso_year,iso_week,days_to_avurudu,festival_season,avg_wholesale_price_rs,avg_retail_price_rs,lag1_units,lag4_units,rolling4_mean_units,weekend_share,target_units_sold
Lime,Vegetable/Fruit,2023,36,223,0,148.93,178.72,28,28,21,0.29,28
Lime,Vegetable/Fruit,2023,37,216,0,147.13,176.56,28,21,21,0.29,28
Lime,Vegetable/Fruit,2023,38,209,0,146.74,176.09,28,7,22.8,0.29,27
Lime,Vegetable/Fruit,2023,39,202,0,147.14,176.57,27,28,27.8,0.29,28
Lime,Vegetable/Fruit,2023,40,195,0,146.67,176.0,28,28,27.8,0.29,27
Lime,Vegetable/Fruit,2023,41,188,0,145.7,174.84,27,28,27.5,0.29,28
Lime,Vegetable/Fruit,2023,42,181,0,144.51,173.41,28,27,27.5,0.29,18
Lime,Vegetable/Fruit,2023,43,174,0,144.39,173.27,18,28,25.2,0.29,28
Lime,Vegetable/Fruit,2023,44,167,0,143.02,171.62,28,27,25.2,0.29,30
Lime,Vegetable/Fruit,2023,45,160,0,143.75,172.5,30,28,26,0.29,25
Lime,Vegetable/Fruit,2023,46,153,0,141.75,170.1,25,18,25.2,0.29,36
Lime,Vegetable/Fruit,2023,47,146,0,142.72,171.26,36,28,29.8,0.29,28
Lime,Vegetable/Fruit,2023,48,139,0,142.64,171.17,28,30,29.8,0.29,28
Lime,Vegetable/Fruit,2023,49,132,0,141.27,169.52,28,25,29.2,0.29,28
Lime,Vegetable/Fruit,2023,50,125,0,142.93,171.52,28,36,30,0.29,56
Lime,Vegetable/Fruit,2023,51,118,0,140.65,168.78,56,28,35,0.29,22
Lime,Vegetable/Fruit,2023,52,111,0,140.57,168.68,22,28,33.5,0.29,34
Lime,Vegetable/Fruit,2024,1,104,0,141.59,169.91,34,28,35,0.29,28
Lime,Vegetable/Fruit,2024,2,97,0,139.61,167.53,28,56,35,0.29,28
Lime,Vegetable/Fruit,2024,3,90,0,139.71,167.65,28,22,28,0.29,28
Lime,Vegetable/Fruit,2024,4,83,0,140.58,168.7,28,34,29.5,0.29,28
Lime,Vegetable/Fruit,2024,5,76,0,140.69,168.83,28,28,28,0.29,28
Lime,Vegetable/Fruit,2024,6,69,0,138.91,166.69,28,28,28,0.29,23
Lime,Vegetable/Fruit,2024,7,62,0,139.18,167.02,23,28,26.8,0.29,26
Lime,Vegetable/Fruit,2024,8,55,0,138.49,166.19,26,28,26.2,0.29,32
Lime,Vegetable/Fruit,2024,9,48,0,140.71,168.85,32,28,27.2,0.29,23
Lime,Vegetable/Fruit,2024,10,41,0,139.75,167.7,23,23,26,0.29,19
Lime,Vegetable/Fruit,2024,11,34,0,140.15,168.18,19,26,25,0.29,33
Lime,Vegetable/Fruit,2024,12,27,0,139.15,166.98,33,32,26.8,0.29,28
Lime,Vegetable/Fruit,2024,13,20,1,137.2,164.64,28,23,25.8,0.29,28
Lime,Vegetable/Fruit,2024,14,13,1,140.64,168.77,28,19,27,0.29,37
Lime,Vegetable/Fruit,2024,15,6,1,142.81,171.37,37,33,31.5,0.29,56
Lime,Vegetable/Fruit,2024,16,364,0,139.11,166.93,56,28,37.2,0.29,28
Lime,Vegetable/Fruit,2024,17,357,0,138.52,166.22,28,28,37.2,0.29,27
Lime,Vegetable/Fruit,2024,18,350,0,139.76,167.71,27,37,37,0.29,28
Lime,Vegetable/Fruit,2024,19,343,0,136.62,163.94,28,56,34.8,0.29,28
Lime,Vegetable/Fruit,2024,20,336,0,138.78,166.54,28,28,27.8,0.29,48
Lime,Vegetable/Fruit,2024,21,329,0,138.52,166.22,48,27,32.8,0.29,27
Lime,Vegetable/Fruit,2024,22,322,0,138.44,166.13,27,28,32.8,0.29,37
Lime,Vegetable/Fruit,2024,23,315,0,139.4,167.28,37,28,35,0.29,28
Lime,Vegetable/Fruit,2024,24,308,0,138.44,166.13,28,48,35,0.29,28
Lime,Vegetable/Fruit,2024,25,301,0,137.97,165.56,28,27,30,0.29,28
Lime,Vegetable/Fruit,2024,26,294,0,139.58,167.5,28,37,30.2,0.29,28
Lime,Vegetable/Fruit,2024,27,287,0,139.88,167.86,28,28,28,0.29,28
Lime,Vegetable/Fruit,2024,28,280,0,138.45,166.14,28,28,28,0.29,28
Lime,Vegetable/Fruit,2024,29,273,0,137.84,165.41,28,28,28,0.29,48
Lime,Vegetable/Fruit,2024,30,266,0,138.73,166.48,48,28,33,0.29,16
Lime,Vegetable/Fruit,2024,31,259,0,137.78,165.34,16,28,30,0.29,16
Lime,Vegetable/Fruit,2024,32,252,0,139.74,167.69,16,28,27,0.29,19
Lime,Vegetable/Fruit,2024,33,245,0,139.47,167.36,19,48,24.8,0.29,34
Lime,Vegetable/Fruit,2024,34,238,0,139.88,167.86,34,16,21.2,0.29,28
Lime,Vegetable/Fruit,2024,35,231,0,140.1,168.12,28,16,24.2,0.29,24
Lime,Vegetable/Fruit,2024,36,224,0,141.71,170.05,24,19,26.2,0.29,28
Lime,Vegetable/Fruit,2024,37,217,0,140.29,168.35,28,34,28.5,0.29,28
Lime,Vegetable/Fruit,2024,38,210,0,139.31,167.17,28,28,27,0.29,28
Lime,Vegetable/Fruit,2024,39,203,0,139.36,167.23,28,24,27,0.29,28
Lime,Vegetable/Fruit,2024,40,196,0,139.76,167.71,28,28,28,0.29,28
Lime,Vegetable/Fruit,2024,41,189,0,140.76,168.91,28,28,28,0.29,23
Lime,Vegetable/Fruit,2024,42,182,0,139.56,167.47,23,28,26.8,0.29,26
Lime,Vegetable/Fruit,2024,43,175,0,140.94,169.13,26,28,26.2,0.29,17
Lime,Vegetable/Fruit,2024,44,168,0,139.71,167.65,17,28,23.5,0.29,29
Lime,Vegetable/Fruit,2024,45,161,0,139.24,167.09,29,23,23.8,0.29,39
Lime,Vegetable/Fruit,2024,46,154,0,140.83,169.0,39,26,27.8,0.29,34
Lime,Vegetable/Fruit,2024,47,147,0,140.18,168.22,34,17,29.8,0.29,28
Lime,Vegetable/Fruit,2024,48,140,0,141.44,169.73,28,29,32.5,0.29,16
Lime,Vegetable/Fruit,2024,49,133,0,141.11,169.33,16,39,29.2,0.29,29
Lime,Vegetable/Fruit,2024,50,126,0,142.54,171.05,29,34,26.8,0.29,27
Lime,Vegetable/Fruit,2024,51,119,0,140.34,168.41,27,28,25,0.29,30
Lime,Vegetable/Fruit,2024,52,112,0,141.44,169.73,30,16,25.5,0.29,17
Lime,Vegetable/Fruit,2025,1,105,0,142.0,170.4,17,29,25.8,0.29,17
Lime,Vegetable/Fruit,2025,2,98,0,141.03,169.24,17,27,22.8,0.29,19
Lime,Vegetable/Fruit,2025,3,91,0,141.85,170.22,19,30,20.8,0.29,32
Lime,Vegetable/Fruit,2025,4,84,0,140.72,168.86,32,17,21.2,0.29,23
Lime,Vegetable/Fruit,2025,5,77,0,141.64,169.97,23,17,22.8,0.29,38
Lime,Vegetable/Fruit,2025,6,70,0,141.29,169.55,38,19,28,0.29,28
Lime,Vegetable/Fruit,2025,7,63,0,142.73,171.28,28,32,30.2,0.29,28
Lime,Vegetable/Fruit,2025,8,56,0,139.42,167.3,28,23,29.2,0.29,14
Lime,Vegetable/Fruit,2025,9,49,0,140.43,168.52,14,38,27,0.29,36
Lime,Vegetable/Fruit,2025,10,42,0,140.22,168.26,36,28,26.5,0.29,28
Lime,Vegetable/Fruit,2025,11,35,0,140.44,168.53,28,28,26.5,0.29,28
Lime,Vegetable/Fruit,2025,12,28,0,142.64,171.17,28,14,26.5,0.29,28
Lime,Vegetable/Fruit,2025,13,21,1,142.31,170.77,28,36,30,0.29,26
Lime,Vegetable/Fruit,2025,14,14,1,142.08,170.5,26,28,27.5,0.29,28
Lime,Vegetable/Fruit,2025,15,7,1,144.17,173.0,28,28,27.5,0.29,28
Lime,Vegetable/Fruit,2025,16,0,1,141.5,169.8,28,28,27.5,0.29,46
Lime,Vegetable/Fruit,2025,17,358,0,141.3,169.56,46,26,32,0.29,30
Lime,Vegetable/Fruit,2025,18,351,0,140.4,168.48,30,28,33,0.29,34
Lime,Vegetable/Fruit,2025,19,344,0,141.82,170.18,34,28,34.5,0.29,28
Lime,Vegetable/Fruit,2025,20,337,0,139.97,167.96,28,46,34.5,0.29,28
Lime,Vegetable/Fruit,2025,21,330,0,140.98,169.18,28,30,30,0.29,21
Lime,Vegetable/Fruit,2025,22,323,0,142.76,171.31,21,34,27.8,0.29,32
Lime,Vegetable/Fruit,2025,23,316,0,141.26,169.51,32,28,27.2,0.29,28
Lime,Vegetable/Fruit,2025,24,309,0,143.28,171.94,28,28,27.2,0.29,23
Lime,Vegetable/Fruit,2025,25,302,0,142.41,170.89,23,21,26,0.29,25
Lime,Vegetable/Fruit,2025,26,295,0,140.96,169.15,25,32,27,0.29,26
Lime,Vegetable/Fruit,2025,27,288,0,143.32,171.98,26,28,25.5,0.29,32
Lime,Vegetable/Fruit,2025,28,281,0,139.98,167.98,32,23,26.5,0.29,30
Lime,Vegetable/Fruit,2025,29,274,0,142.42,170.9,30,25,28.2,0.29,28
Lime,Vegetable/Fruit,2025,30,267,0,141.22,169.46,28,26,29,0.29,28
Lime,Vegetable/Fruit,2025,31,260,0,142.33,170.8,28,32,29.5,0.29,28
Lime,Vegetable/Fruit,2025,32,253,0,142.24,170.69,28,30,28.5,0.29,28
Lime,Vegetable/Fruit,2025,33,246,0,142.59,171.11,28,28,28,0.29,24
Lime,Vegetable/Fruit,2025,34,239,0,140.84,169.01,24,28,27,0.29,28
Lime,Vegetable/Fruit,2025,35,232,0,141.67,170.0,28,28,27,0.29,28
Lime,Vegetable/Fruit,2025,36,225,0,143.01,171.61,28,28,27,0.29,28
Lime,Vegetable/Fruit,2025,37,218,0,141.5,169.8,28,24,27,0.29,25
Lime,Vegetable/Fruit,2025,38,211,0,141.38,169.66,25,28,27.2,0.29,27
Lime,Vegetable/Fruit,2025,39,204,0,141.86,170.23,27,28,27,0.29,28
Lime,Vegetable/Fruit,2025,40,197,0,142.47,170.96,28,28,27,0.29,28
Lime,Vegetable/Fruit,2025,41,190,0,141.91,170.29,28,25,27,0.29,28
Lime,Vegetable/Fruit,2025,42,183,0,143.44,172.13,28,27,27.8,0.29,28
Lime,Vegetable/Fruit,2025,43,176,0,142.64,171.17,28,28,28,0.29,28
Lime,Vegetable/Fruit,2025,44,169,0,142.83,171.4,28,28,28,0.29,24
Lime,Vegetable/Fruit,2025,45,162,0,141.27,169.52,24,28,27,0.29,28
Lime,Vegetable/Fruit,2025,46,155,0,142.02,170.42,28,28,27,0.29,27
Lime,Vegetable/Fruit,2025,47,148,0,141.04,169.25,27,28,26.8,0.29,28
Lime,Vegetable/Fruit,2025,48,141,0,143.14,171.77,28,24,26.8,0.29,28
Lime,Vegetable/Fruit,2025,49,134,0,142.69,171.23,28,28,27.8,0.29,28
Lime,Vegetable/Fruit,2025,50,127,0,141.95,170.34,28,27,27.8,0.29,28
Lime,Vegetable/Fruit,2025,51,120,0,142.05,170.46,28,28,28,0.29,28
Lime,Vegetable/Fruit,2025,52,113,0,141.79,170.15,28,28,28,0.29,28
Lime,Vegetable/Fruit,2026,1,106,0,142.87,171.44,28,28,28,0.29,28
Lime,Vegetable/Fruit,2026,2,99,0,141.16,169.39,28,28,28,0.29,28
Lime,Vegetable/Fruit,2026,3,92,0,142.22,170.66,28,28,28,0.29,28
Lime,Vegetable/Fruit,2026,4,85,0,141.99,170.39,28,28,28,0.29,28
Lime,Vegetable/Fruit,2026,5,78,0,141.7,170.04,28,28,28,0.29,28
Lime,Vegetable/Fruit,2026,6,71,0,141.85,170.22,28,28,28,0.29,26
Lime,Vegetable/Fruit,2026,7,64,0,143.73,172.48,26,28,27.5,0.29,26
Lime,Vegetable/Fruit,2026,8,57,0,142.53,171.04,26,28,27,0.29,28
Lime,Vegetable/Fruit,2026,9,50,0,143.18,171.82,28,28,27,0.29,28
Lime,Vegetable/Fruit,2026,10,43,0,142.65,171.18,28,26,27,0.29,26
Lime,Vegetable/Fruit,2026,11,36,0,141.62,169.94,26,26,27,0.29,28
Lime,Vegetable/Fruit,2026,12,29,0,142.58,171.1,28,28,27.5,0.29,28
Lime,Vegetable/Fruit,2026,13,22,0,142.74,171.29,28,28,27.5,0.29,28
Lime,Vegetable/Fruit,2026,14,15,1,144.77,173.72,28,26,27.5,0.29,28
Lime,Vegetable/Fruit,2026,15,8,1,146.44,175.73,28,28,28,0.29,56
Lime,Vegetable/Fruit,2026,16,1,1,145.0,174.0,56,28,35,0.29,49
Lime,Vegetable/Fruit,2026,17,359,0,141.72,170.06,49,28,40.2,0.29,26
Lime,Vegetable/Fruit,2026,18,352,0,143.73,172.48,26,28,39.8,0.29,24
Lime,Vegetable/Fruit,2026,19,345,0,141.12,169.34,24,56,38.8,0.29,33
Lime,Vegetable/Fruit,2026,20,338,0,142.72,171.26,33,49,33,0.29,31
Lime,Vegetable/Fruit,2026,21,331,0,142.64,171.17,31,26,28.5,0.29,18
Lime,Vegetable/Fruit,2026,22,324,0,143.37,172.04,18,24,26.5,0.29,37
Lime,Vegetable/Fruit,2026,23,317,0,142.31,170.77,37,33,29.8,0.29,28
Lime,Vegetable/Fruit,2026,24,310,0,139.74,167.69,28,31,28.5,0.0,14
Cucumber,Vegetable/Fruit,2022,24,305,0,51.87,62.24,26,26,26,0.29,26
Cucumber,Vegetable/Fruit,2022,25,298,0,52.9,63.48,26,25,26,0.29,25
Cucumber,Vegetable/Fruit,2022,26,291,0,54.6,65.52,25,32,25.5,0.29,32
Cucumber,Vegetable/Fruit,2022,27,284,0,55.34,66.41,32,17,27.7,0.29,17
Cucumber,Vegetable/Fruit,2022,28,277,0,57.0,68.4,17,26,25,0.29,25
Cucumber,Vegetable/Fruit,2022,29,270,0,58.22,69.86,25,25,24.8,0.29,25
Cucumber,Vegetable/Fruit,2022,30,263,0,59.22,71.06,25,32,24.8,0.29,35
Cucumber,Vegetable/Fruit,2022,31,256,0,60.96,73.15,35,17,25.5,0.29,24
Cucumber,Vegetable/Fruit,2022,32,249,0,62.71,75.25,24,25,27.2,0.29,21
Cucumber,Vegetable/Fruit,2022,33,242,0,63.58,76.3,21,25,26.2,0.29,29
Cucumber,Vegetable/Fruit,2022,34,235,0,65.09,78.11,29,35,27.2,0.29,36
Cucumber,Vegetable/Fruit,2022,35,228,0,66.6,79.92,36,24,27.5,0.29,20
Cucumber,Vegetable/Fruit,2022,36,221,0,67.4,80.88,20,21,26.5,0.29,28
Cucumber,Vegetable/Fruit,2022,37,214,0,68.07,81.68,28,29,28.2,0.29,38
Cucumber,Vegetable/Fruit,2022,38,207,0,69.64,83.57,38,36,30.5,0.29,25
Cucumber,Vegetable/Fruit,2022,39,200,0,71.44,85.73,25,20,27.8,0.29,24
Cucumber,Vegetable/Fruit,2022,40,193,0,72.36,86.83,24,28,28.8,0.29,35
Cucumber,Vegetable/Fruit,2022,41,186,0,73.4,88.08,35,38,30.5,0.29,32
Cucumber,Vegetable/Fruit,2022,42,179,0,74.79,89.75,32,25,29,0.29,27
Cucumber,Vegetable/Fruit,2022,43,172,0,75.33,90.4,27,24,29.5,0.29,27
Cucumber,Vegetable/Fruit,2022,44,165,0,76.21,91.45,27,35,30.2,0.29,16
Cucumber,Vegetable/Fruit,2022,45,158,0,77.96,93.55,16,32,25.5,0.29,35
Cucumber,Vegetable/Fruit,2022,46,151,0,79.74,95.69,35,27,26.2,0.29,34
Cucumber,Vegetable/Fruit,2022,47,144,0,79.89,95.87,34,27,28,0.29,22
Cucumber,Vegetable/Fruit,2022,48,137,0,81.18,97.42,22,16,26.8,0.29,18
Cucumber,Vegetable/Fruit,2022,49,130,0,82.94,99.53,18,35,27.2,0.29,27
Cucumber,Vegetable/Fruit,2022,50,123,0,84.5,101.4,27,34,25.2,0.29,32
Cucumber,Vegetable/Fruit,2022,51,116,0,85.37,102.44,32,22,24.8,0.29,21
Cucumber,Vegetable/Fruit,2022,52,109,0,86.64,103.97,21,18,24.5,0.29,14
Cucumber,Vegetable/Fruit,2023,1,102,0,87.57,105.08,14,27,23.5,0.29,20
Cucumber,Vegetable/Fruit,2023,2,95,0,87.52,105.02,20,32,21.8,0.29,15
Cucumber,Vegetable/Fruit,2023,3,88,0,88.52,106.22,15,21,17.5,0.29,35
Cucumber,Vegetable/Fruit,2023,4,81,0,90.19,108.23,35,14,21,0.29,35
Cucumber,Vegetable/Fruit,2023,5,74,0,91.06,109.27,35,20,26.2,0.29,32
Cucumber,Vegetable/Fruit,2023,6,67,0,93.42,112.1,32,15,29.2,0.29,16
Cucumber,Vegetable/Fruit,2023,7,60,0,94.45,113.34,16,35,29.5,0.29,19
Cucumber,Vegetable/Fruit,2023,8,53,0,94.9,113.88,19,35,25.5,0.29,16
Cucumber,Vegetable/Fruit,2023,9,46,0,94.91,113.89,16,32,20.8,0.29,19
Cucumber,Vegetable/Fruit,2023,10,39,0,95.48,114.58,19,16,17.5,0.29,13
Cucumber,Vegetable/Fruit,2023,11,32,0,94.93,113.92,13,19,16.8,0.29,19
Cucumber,Vegetable/Fruit,2023,12,25,0,93.21,111.85,19,16,16.8,0.29,25
Cucumber,Vegetable/Fruit,2023,13,18,1,94.5,113.4,25,19,19,0.29,10
Cucumber,Vegetable/Fruit,2023,14,11,1,95.34,114.41,10,13,16.8,0.29,35
Cucumber,Vegetable/Fruit,2023,15,4,1,95.6,114.72,35,19,22.2,0.29,68
Cucumber,Vegetable/Fruit,2023,16,363,0,94.15,112.98,68,25,34.5,0.29,31
Cucumber,Vegetable/Fruit,2023,17,356,0,92.35,110.82,31,10,36,0.29,34
Cucumber,Vegetable/Fruit,2023,18,349,0,92.66,111.19,34,35,42,0.29,35
Cucumber,Vegetable/Fruit,2023,19,342,0,92.58,111.1,35,68,42,0.29,35
Cucumber,Vegetable/Fruit,2023,20,335,0,93.46,112.15,35,31,33.8,0.29,35
Cucumber,Vegetable/Fruit,2023,21,328,0,91.96,110.35,35,34,34.8,0.29,29
Cucumber,Vegetable/Fruit,2023,22,321,0,91.92,110.3,29,35,33.5,0.29,14
Cucumber,Vegetable/Fruit,2023,23,314,0,91.39,109.67,14,35,28.2,0.29,27
Cucumber,Vegetable/Fruit,2023,24,307,0,92.04,110.45,27,35,26.2,0.29,29
Cucumber,Vegetable/Fruit,2023,25,300,0,91.28,109.54,29,29,24.8,0.29,24
Cucumber,Vegetable/Fruit,2023,26,293,0,91.44,109.73,24,14,23.5,0.29,17
Cucumber,Vegetable/Fruit,2023,27,286,0,90.64,108.77,17,27,24.2,0.29,35
Cucumber,Vegetable/Fruit,2023,28,279,0,90.55,108.66,35,29,26.2,0.29,26
Cucumber,Vegetable/Fruit,2023,29,272,0,89.47,107.36,26,24,25.5,0.29,22
Cucumber,Vegetable/Fruit,2023,30,265,0,89.82,107.78,22,17,25,0.29,22
Cucumber,Vegetable/Fruit,2023,31,258,0,88.79,106.55,22,35,26.2,0.29,24
Cucumber,Vegetable/Fruit,2023,32,251,0,89.9,107.88,24,26,23.5,0.29,20
Cucumber,Vegetable/Fruit,2023,33,244,0,88.48,106.18,20,22,22,0.29,21
Cucumber,Vegetable/Fruit,2023,34,237,0,87.88,105.46,21,22,21.8,0.29,22
Cucumber,Vegetable/Fruit,2023,35,230,0,88.8,106.56,22,24,21.8,0.29,40
Cucumber,Vegetable/Fruit,2023,36,223,0,88.3,105.96,40,20,25.8,0.29,40
Cucumber,Vegetable/Fruit,2023,37,216,0,86.93,104.32,40,21,30.8,0.29,30
Cucumber,Vegetable/Fruit,2023,38,209,0,86.58,103.9,30,22,33,0.29,35
Cucumber,Vegetable/Fruit,2023,39,202,0,87.22,104.66,35,40,36.2,0.29,35
Cucumber,Vegetable/Fruit,2023,40,195,0,85.66,102.79,35,40,35,0.29,26
Cucumber,Vegetable/Fruit,2023,41,188,0,87.52,105.02,26,30,31.5,0.29,24
Cucumber,Vegetable/Fruit,2023,42,181,0,86.15,103.38,24,35,30,0.29,36
Cucumber,Vegetable/Fruit,2023,43,174,0,85.56,102.67,36,35,30.2,0.29,31
Cucumber,Vegetable/Fruit,2023,44,167,0,85.85,103.02,31,26,29.2,0.29,13
Cucumber,Vegetable/Fruit,2023,45,160,0,85.66,102.79,13,24,26,0.29,21
Cucumber,Vegetable/Fruit,2023,46,153,0,85.44,102.53,21,36,25.2,0.29,38
Cucumber,Vegetable/Fruit,2023,47,146,0,85.72,102.86,38,31,25.8,0.29,24
Cucumber,Vegetable/Fruit,2023,48,139,0,85.05,102.06,24,13,24,0.29,22
Cucumber,Vegetable/Fruit,2023,49,132,0,84.29,101.15,22,21,26.2,0.29,29
Cucumber,Vegetable/Fruit,2023,50,125,0,83.55,100.26,29,38,28.2,0.29,29
Cucumber,Vegetable/Fruit,2023,51,118,0,83.51,100.21,29,24,26,0.29,27
Cucumber,Vegetable/Fruit,2023,52,111,0,82.47,98.96,27,22,26.8,0.29,26
Cucumber,Vegetable/Fruit,2024,1,104,0,83.09,99.71,26,29,27.8,0.29,23
Cucumber,Vegetable/Fruit,2024,2,97,0,82.53,99.04,23,29,26.2,0.29,23
Cucumber,Vegetable/Fruit,2024,3,90,0,83.66,100.39,23,27,24.8,0.29,23
Cucumber,Vegetable/Fruit,2024,4,83,0,83.09,99.71,23,26,23.8,0.29,24
Cucumber,Vegetable/Fruit,2024,5,76,0,83.51,100.21,24,23,23.2,0.29,35
Cucumber,Vegetable/Fruit,2024,6,69,0,82.6,99.12,35,23,26.2,0.29,30
Cucumber,Vegetable/Fruit,2024,7,62,0,82.77,99.32,30,23,28,0.29,26
Cucumber,Vegetable/Fruit,2024,8,55,0,82.43,98.92,26,24,28.8,0.29,24
Cucumber,Vegetable/Fruit,2024,9,48,0,82.05,98.46,24,35,28.8,0.29,19
Cucumber,Vegetable/Fruit,2024,10,41,0,82.87,99.44,19,30,24.8,0.29,34
Cucumber,Vegetable/Fruit,2024,11,34,0,83.06,99.67,34,26,25.8,0.29,15
Cucumber,Vegetable/Fruit,2024,12,27,0,81.87,98.24,15,24,23,0.29,20
Cucumber,Vegetable/Fruit,2024,13,20,1,82.71,99.25,20,19,22,0.29,27
Cucumber,Vegetable/Fruit,2024,14,13,1,83.21,99.85,27,34,24,0.29,26
Cucumber,Vegetable/Fruit,2024,15,6,1,84.53,101.44,26,15,22,0.29,52
Cucumber,Vegetable/Fruit,2024,16,364,0,82.06,98.47,52,20,31.2,0.29,25
Cucumber,Vegetable/Fruit,2024,17,357,0,81.86,98.23,25,27,32.5,0.29,37
Cucumber,Vegetable/Fruit,2024,18,350,0,82.15,98.58,37,26,35,0.29,29
Cucumber,Vegetable/Fruit,2024,19,343,0,82.76,99.31,29,52,35.8,0.29,31
Cucumber,Vegetable/Fruit,2024,20,336,0,82.5,99.0,31,25,30.5,0.29,25
Cucumber,Vegetable/Fruit,2024,21,329,0,82.18,98.62,25,37,30.5,0.29,56
Cucumber,Vegetable/Fruit,2024,22,322,0,82.42,98.9,56,29,35.2,0.29,35
Cucumber,Vegetable/Fruit,2024,23,315,0,82.72,99.26,35,31,36.8,0.29,34
Cucumber,Vegetable/Fruit,2024,24,308,0,82.18,98.62,34,25,37.5,0.29,29
Cucumber,Vegetable/Fruit,2024,25,301,0,82.84,99.41,29,56,38.5,0.29,20
Cucumber,Vegetable/Fruit,2024,26,294,0,82.72,99.26,20,35,29.5,0.29,21
Cucumber,Vegetable/Fruit,2024,27,287,0,82.22,98.66,21,34,26,0.29,26
Cucumber,Vegetable/Fruit,2024,28,280,0,82.72,99.26,26,29,24,0.29,22
Cucumber,Vegetable/Fruit,2024,29,273,0,83.42,100.1,22,20,22.2,0.29,44
Cucumber,Vegetable/Fruit,2024,30,266,0,82.67,99.2,44,21,28.2,0.29,28
Cucumber,Vegetable/Fruit,2024,31,259,0,82.71,99.25,28,26,30,0.29,15
Cucumber,Vegetable/Fruit,2024,32,252,0,82.56,99.07,15,22,27.2,0.29,35
Cucumber,Vegetable/Fruit,2024,33,245,0,82.62,99.14,35,44,30.5,0.29,22
Cucumber,Vegetable/Fruit,2024,34,238,0,83.76,100.51,22,28,25,0.29,35
Cucumber,Vegetable/Fruit,2024,35,231,0,82.55,99.06,35,15,26.8,0.29,29
Cucumber,Vegetable/Fruit,2024,36,224,0,84.0,100.8,29,35,30.2,0.29,17
Cucumber,Vegetable/Fruit,2024,37,217,0,83.64,100.37,17,22,25.8,0.29,35
Cucumber,Vegetable/Fruit,2024,38,210,0,83.52,100.22,35,35,29,0.29,35
Cucumber,Vegetable/Fruit,2024,39,203,0,83.2,99.84,35,29,29,0.29,35
Cucumber,Vegetable/Fruit,2024,40,196,0,83.71,100.45,35,17,30.5,0.29,26
Cucumber,Vegetable/Fruit,2024,41,189,0,82.76,99.31,26,35,32.8,0.29,27
Cucumber,Vegetable/Fruit,2024,42,182,0,84.09,100.91,27,35,30.8,0.29,26
Cucumber,Vegetable/Fruit,2024,43,175,0,83.43,100.12,26,35,28.5,0.29,21
Cucumber,Vegetable/Fruit,2024,44,168,0,83.2,99.84,21,26,25,0.29,30
Cucumber,Vegetable/Fruit,2024,45,161,0,83.74,100.49,30,27,26,0.29,35
Cucumber,Vegetable/Fruit,2024,46,154,0,83.02,99.62,35,26,28,0.29,35
Cucumber,Vegetable/Fruit,2024,47,147,0,84.35,101.22,35,21,30.2,0.29,35
Cucumber,Vegetable/Fruit,2024,48,140,0,84.16,100.99,35,30,33.8,0.29,22
Cucumber,Vegetable/Fruit,2024,49,133,0,83.4,100.08,22,35,31.8,0.29,27
Cucumber,Vegetable/Fruit,2024,50,126,0,83.15,99.78,27,35,29.8,0.29,28
Cucumber,Vegetable/Fruit,2024,51,119,0,83.22,99.86,28,35,28,0.29,21
Cucumber,Vegetable/Fruit,2024,52,112,0,83.33,100.0,21,22,24.5,0.29,21
Cucumber,Vegetable/Fruit,2025,1,105,0,83.92,100.7,21,27,24.2,0.29,35
Cucumber,Vegetable/Fruit,2025,2,98,0,84.01,100.81,35,28,26.2,0.29,22
Cucumber,Vegetable/Fruit,2025,3,91,0,84.81,101.77,22,21,24.8,0.29,24
Cucumber,Vegetable/Fruit,2025,4,84,0,84.33,101.2,24,21,25.5,0.29,31
Cucumber,Vegetable/Fruit,2025,5,77,0,84.03,100.84,31,35,28,0.29,35
Cucumber,Vegetable/Fruit,2025,6,70,0,84.31,101.17,35,22,28,0.29,33
Cucumber,Vegetable/Fruit,2025,7,63,0,83.57,100.28,33,24,30.8,0.29,20
Cucumber,Vegetable/Fruit,2025,8,56,0,84.17,101.0,20,31,29.8,0.29,39
Cucumber,Vegetable/Fruit,2025,9,49,0,84.39,101.27,39,35,31.8,0.29,36
Cucumber,Vegetable/Fruit,2025,10,42,0,83.66,100.39,36,33,32,0.29,22
Cucumber,Vegetable/Fruit,2025,11,35,0,84.07,100.88,22,20,29.2,0.29,33
Cucumber,Vegetable/Fruit,2025,12,28,0,84.58,101.5,33,39,32.5,0.29,33
Cucumber,Vegetable/Fruit,2025,13,21,1,83.96,100.75,33,36,31,0.29,38
Cucumber,Vegetable/Fruit,2025,14,14,1,84.46,101.35,38,22,31.5,0.29,46
Cucumber,Vegetable/Fruit,2025,15,7,1,85.84,103.01,46,33,37.5,0.29,35
Cucumber,Vegetable/Fruit,2025,16,0,1,83.75,100.5,35,33,38,0.29,50
Cucumber,Vegetable/Fruit,2025,17,358,0,85.03,102.04,50,38,42.2,0.29,20
Cucumber,Vegetable/Fruit,2025,18,351,0,84.13,100.96,20,46,37.8,0.29,23
Cucumber,Vegetable/Fruit,2025,19,344,0,84.98,101.98,23,35,32,0.29,12
Cucumber,Vegetable/Fruit,2025,20,337,0,84.02,100.82,12,50,26.2,0.29,15
Cucumber,Vegetable/Fruit,2025,21,330,0,84.17,101.0,15,20,17.5,0.29,20
Cucumber,Vegetable/Fruit,2025,22,323,0,84.67,101.6,20,23,17.5,0.29,35
